example_id,customer_message,brand_reply,difficulty,gold_intent,gold_should_escalate,gold_escalation_reason,gold_reply_quality,labelling_notes,annotation_status
176,@AppleSupport ^,@742490 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,hard_short,general_inquiry_features,true,ambiguity_clarification,4,Customer tweeted only carets '^' referring to parent tweet; ambiguous query requiring escalation.,human_reviewed
177,Worst experience EVER @115858,@793669 We never want you to have a bad experience. Send us a DM and let us know what's going on. https://t.co/GDrqU22YpT,hard_short,complaint_and_frustration,false,,4,Customer stating 'Worst experience EVER'; general dissatisfaction complaint.,human_reviewed
178,@AppleSupport Nope but whenever I connect it to my laptop on iTunes it says error connecting to iPhone. I'm about to wipe my thing because according to everyone that's all you can do unless you use iCloud 😐,"@656937 If you have an iTunes backup, you don't necessarily need iCloud, so let's explore the error that you're seeing. What's the exact text you see when you plug your iPhone into the computer? Let us know in DM and we'll dig in further. https://t.co/GDrqU22YpT",hard_complex,device_performance_freeze,false,,4,"Error connecting to iPhone on iTunes laptop, contemplating device wipe; device connection / restore error.",human_reviewed
179,My home button worked JUST fine before my phone died.... 🙄 @AppleSupport wtf,"@502690 We want to help you. DM us, and let us know what's going on. We can look into this. https://t.co/GDrqU22YpT",edge_case,hardware_and_audio,false,,4,Touch ID home button failing to function after device died; physical home button hardware.,human_reviewed
180,@AppleSupport @AppleSupport NOOOO https://t.co/f7ECuCQ9qY,"@202938 Hey, we know your Photos are important. For help, please reach out to our Photos experts here:  https://t.co/IBIY3vMgPj",hard_short,general_inquiry_features,true,ambiguity_clarification,4,Customer tweeting 'NOOOO' with screenshot; photo app concern requiring clarification.,human_reviewed
181,@AppleSupport I am having to force messages closed 12+ a day bc the reply field goes missing. IPP 10.5 11.0.2.,@200272 We want to help. Have you tried updating to iOS 11.0.3?,standard,device_performance_freeze,false,,4,Force-closing Messages app 12+ times a day because reply field disappears; app UI freeze.,human_reviewed
182,um why does the sound cut out whenever i screen record w audio on @applesupport,@409334 Let's look into this. DM us with more detail. https://t.co/GDrqU22YpT,standard,hardware_and_audio,false,,4,Audio cutting out during iOS screen recording with microphone audio enabled; audio recording glitch.,human_reviewed
183,why the fuck does my phone keep randomly restarting @115858,@374488 We'd like to look into this with you. Send us a DM including the iOS version installed on your iPhone. We'll continue there. https://t.co/GDrqU22YpT,edge_case,device_performance_freeze,true,profanity_or_abuse,4,Customer asking why phone keeps randomly restarting with profanity ('why the fuck does my phone keep randomly restarting'); reboot stability with profanity.,human_reviewed
184,"@AppleSupport It says added to library and has the cloud over to download, when I look in my library it’s not there and after returning to music later on",@753308 Did this occur right after the update or was it working fine for a while after that and then just recently stopped working?,standard,apple_id_and_icloud,false,,4,Music added to library with cloud download icon not appearing in offline library; cloud music sync.,human_reviewed
185,So now my alarm wont ring on #ios11 with my iphone 7 plus wtf #apple @115858 @AppleSupport,@666101 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,edge_case,general_inquiry_features,false,,4,Alarm clock failing to ring on iOS 11 iPhone 7 Plus; clock app feature glitch.,human_reviewed
186,funny how my iphone all of a sudden has so many issues once the new iphone comes out @AppleSupport @115858 WTF,"@159994 We'd like to help with your iPhone! Send us a DM with which iOS version you're using, and the details of what's happening. https://t.co/GDrqU22YpT",edge_case,complaint_and_frustration,false,,4,Suspicion about planned obsolescence when new iPhone releases ('funny how my iphone all of a sudden has so many issues'); general complaint.,human_reviewed
187,ur refurbished macbook pro sucks @115858 battery percentage stays the same + random vibrating sounds and i only had it for 2 months,@393680 We want you to have a good experience with any product you purchase. Where exactly is the vibrating sound coming from?,standard,battery_and_charging,false,,4,Refurbished MacBook Pro battery percentage frozen + vibrating sounds; battery power diagnostic.,human_reviewed
188,@AppleSupport Twitter can’t hold its place on where I left off on my timeline. And the YouTube/ twitter loading symbol is sideways,@438295 Did you restart your device since noticing these issues?,standard,general_inquiry_features,false,,4,Twitter app timeline position lost and loading symbol sideways; third-party app UI anomaly.,human_reviewed
189,Hey @AppleSupport Why is everyone’s iphone auto correcting ‘I’ to I️,@630392 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,standard,general_inquiry_features,false,,4,Asking why everyone's iPhone is autocorrecting 'I' to symbol box; keyboard feature bug.,human_reviewed
190,"Your company is worth 1 trillion dollars, yet I can't get the letter ""I"" to work on my phone? What the fuck @AppleSupport? Bruh...",@440157 We'd like to discuss this further with you. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,edge_case,general_inquiry_features,true,profanity_or_abuse,4,Trillion-dollar company rant with profanity ('What the fuck @AppleSupport? Bruh') about 'I' autocorrect bug; keyboard bug with profanity escalation.,human_reviewed
191,"I️ don’t know why I️ can’t type an I️ but, fix it. @115858",@511246 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,standard,general_inquiry_features,false,,4,Customer stating they cannot type the letter 'I'; keyboard autocorrect bug.,human_reviewed
192,@AppleSupport Is it a common glitch that apps start to update but absolutely will not progress until the phone is shut down completeley and restarted?  Bit frustrating to have greyed out unusable apps now all the time.,@779813 Let's see what's going on here. Which iPhone are you experiencing this on? Reply in DM to get started. https://t.co/GDrqU22YpT,hard_complex,software_update_os,false,,4,Apps greyed out and stalling during update until device is restarted; app updating glitch on iOS.,human_reviewed
193,@AppleSupport What do you mean by DM ??,"@753655 Click on ""Send a Private Message"" to send a Direct Message. https://t.co/GDrqU22YpT",hard_complex,general_inquiry_features,false,,5,Customer asking what 'DM' means; brand explains Direct Message clearly with link.,human_reviewed
194,"@AppleSupport what have you done to us with iOS 11.0.3? Issues with Bluetooth, battery draining, slow response and hangs! iPhone 5s, 6 and 7",@674526 Let’s look into this together. Please send us a DM to begin. https://t.co/GDrqU22YpT,standard,software_update_os,false,,4,"Multiple issues on iOS 11.0.3 across Bluetooth, battery drain, and hangs; OS update stability.",human_reviewed
195,@AppleSupport iOS 11.0.3,@409333 Thanks. Does the keyboard stay like this or does it eventually move appropriately? Have you restarted since this happened?,hard_short,software_update_os,true,ambiguity_clarification,4,Customer specifies version 'iOS 11.0.3'; thread continuation.,human_reviewed
196,@115858 In the next iOs 11.xx update at least have some dignity and add the option to adjusting snooze interval in your alarm clock!!!!!😡,@269676 Thanks for reaching out. We want to ensure your voice is heard and we welcome your feedback here: https://t.co/eTPVYVFyd8,standard,general_inquiry_features,false,,5,Requesting snooze interval customization in alarm clock app; feature enhancement request.,human_reviewed
197,Dear @115858 @AppleSupport my phone started acting funny since the first new update 😫😩😔😤😡‼️‼️ Please fix or help!,@323726 We can help. Can you tell us more about what you're experiencing? Which iPhone model do you own?,standard,software_update_os,false,,4,Phone acting funny since first update; general software update issue.,human_reviewed
198,@AppleSupport With receiver and speaker,"@370628 Please click the following link to join us in DM, where we'd like to keep working on this issue. https://t.co/GDrqU22YpT",hard_short,hardware_and_audio,true,ambiguity_clarification,4,Customer specifies 'With receiver and speaker'; audio hardware follow-up requiring DM continuation.,human_reviewed
199,"@AppleSupport got a Apple Watch yesterday, had receipt emailed to me, but it never showed up yet. Is it normal for it to come delayed?",@359404 Congrats on your new Apple Watch! Did you purchase the Watch from an Apple Store or another retailer?,standard,store_orders_and_repairs,false,,4,Apple Watch emailed receipt delayed after purchase; store transaction receipt inquiry.,human_reviewed
200,@AppleSupport I connected 7 to create backup before heading to collect my new X on my lunch break. When I got back to work and turned on X and selected restore from iTunes backup it said previous backup was corrupted. Needed my phone so had to set up as new to make calls.,"@124421 Got it. Let’s check which iOS version is on your iPhone X by going to Settings &gt; General &gt; About
If it’s a lower iOS version than your iPhone 7, then we’ll need to get the iPhone X updated by following these steps: https://t.co/r9sZrDtROb 
Let us know what you find.",hard_complex,apple_id_and_icloud,false,,4,Restoring iPhone 7 backup to new iPhone X reports corrupted backup; iTunes backup data restore.,human_reviewed
